"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/BrownDark.BrownDark","0","12","12","1","11.237987","0","14"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/PurpleDark.PurpleDark","0","12","12","1","11.177871","0","16"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/Glow.Glow","0","12","12","1","11.294925","0","16"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_aura14.M_ky_aura14","0","112","11","2","73.980019","0","811"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_noiseSmoke2.M_ky_noiseSmoke2","0","49","8","1","40.524723","0","173"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/Stone.Stone","0","12","12","1","10.776071","0","13"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/Stone2.Stone2","0","12","12","1","10.845565","0","12"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/assets/WoodDark.WoodDark","0","12","12","1","10.955972","0","20"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/Stone.Stone","0","12","12","1","0.000000","0","12"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/Black.Black","0","12","12","1","0.000000","0","21"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/BrownDark.BrownDark","0","12","12","1","0.000000","0","22"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/GreenDark.GreenDark","0","12","12","1","0.000000","0","22"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/Metal.Metal","0","12","12","1","0.000000","0","21"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/Stone2.Stone2","0","12","12","1","0.000000","0","12"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/WoodDark.WoodDark","0","12","12","1","0.000000","0","20"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/Glow.Glow","0","12","12","1","0.000000","0","22"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/PurpleDark.PurpleDark","0","12","12","1","0.000000","0","21"
"/Game/ProvidedContent/LearningKit_Games/Assets/Architecture/M_Kit_Wall_Door.M_Kit_Wall_Door","0","12","12","1","10.302289","0","16"
"/Game/ProvidedContent/LearningKit_Games/Assets/_Shared/Materials/M_Fresnel_MasterMaterial.M_Fresnel_MasterMaterial","0","21","4","1","18.465040","0","54"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Floor_Grass.M_Floor_Grass","0","21","7","1","20.870941","0","75"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Grass.M_Grass","0","21","10","1","21.327763","0","59"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Wall_crnr.M_Wall_crnr","0","21","11","1","21.271599","0","62"
"/Game/ProvidedContent/PlatformerPack2/Materials/New_Floor/M_Floor_02.M_Floor_02","0","21","11","1","19.351982","0","62"
"/Game/ProvidedContent/PlatformerPack2/Materials/New_Floor/M_Floor_03.M_Floor_03","0","21","9","1","20.916655","0","78"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Banner.M_Banner","0","21","10","1","19.332079","0","61"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_GrassTrim.M_GrassTrim","0","47","13","1","0.000000","0","169"
"/Game/ProvidedContent/PlatformerPack2/Materials/M_Pickup.M_Pickup","0","21","7","1","19.424305","0","73"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_stone02.M_ky_stone02","0","110","22","1","77.355423","0","1097"
"/Game/ProvidedContent/LearningKit_Games/Assets/_Shared/Materials/M_unsharpmask_POST.M_unsharpmask_POST","0","4","4","1","2.007936","0","5"
"/Game/ProvidedContent/KayKit/KayKit_Skeletons/characters/White.White","0","12","12","1","0.000000","0","21"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","49","5","1","31.483059","0","198"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_line.M_ky_line","0","36","10","1","23.573046","0","176"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_aura18.M_ky_aura18","0","54","8","1","31.851774","0","273"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_primitive.M_ky_primitive","0","98","24","1","66.478577","0","815"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_slash01_4x4.M_ky_slash01_4x4","0","72","7","1","45.603996","0","490"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_slash02_4x4.M_ky_slash02_4x4","0","54","10","1","32.807327","0","247"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_polarGlow02.M_ky_polarGlow02","0","42","10","1","29.485973","0","181"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_auraWall02.M_ky_auraWall02","0","42","10","1","28.231966","0","152"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_dust01.M_ky_dust01","0","54","10","1","34.698723","0","265"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_gaseous03.M_ky_gaseous03","0","49","10","1","34.191284","0","296"
"/Game/ProvidedContent/AdvancedMagicFX13/Materials/M_ky_shockwave08.M_ky_shockwave08","0","54","10","1","33.262913","0","284"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_trail_sword_attribute.M_ky_trail_sword_attribute","0","54","10","1","31.328312","0","296"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_trail_sword_primitive.M_ky_trail_sword_primitive","0","54","10","1","29.815250","0","248"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_ice04.M_ky_ice04","0","72","10","1","42.491119","0","422"
"/Game/ProvidedContent/AdvancedMagicFX12/Materials/M_ky_trail_sword.M_ky_trail_sword","0","45","10","1","26.388430","0","180"
